연번,기업명,전화번호,주소,산업분류
12434,(주)남양금속,031-297-0544,경기도 화성시 효행구 봉담읍 덕우리 161-27,절삭 가공 및 유사 처리업
12435,(주)청암다이캐스팅,031-366-1492,경기도 화성시 만세구 팔탄면 해창리 143-14,알루미늄 주물 주조업
12436,에스에이치SH특장자동차,031-377-3776,경기도 화성시 효행구 비봉면 자안리 506-2,차체 및 특장차 제조업
12437,한림산업기계,,경기도 화성시 만세구 장안면 석포리 672-24,기타 구조용 금속제품 제조업
12438,에스엠티이노베이션,,경기도 화성시 만세구 장안면 석포리 688-21,그 외 자동차용 신품 부품 제조업
12439,조앤윤,031-351-1300,경기도 화성시 만세구 장안면 노진리 515-6,기타 구조용 금속제품 제조업
12440,지에스가구,032-325-1783,경기도 화성시 효행구 비봉면 양노리 712-2,기타 목재 가구 제조업
12441,엠티코리아,031-354-2226,,절삭 가공 및 유사 처리업
12442,거미아크릴,031-355-1720,경기도 화성시 만세구 마도면 쌍송리 662,간판 및 광고물 제조업
12443,주식회사 경동엔지니어링,031-351-3024,경기도 화성시 만세구 장안면 장안리 237-3,그 외 기타 특수 목적용 기계 제조업
12444,코리아테크,031-354-2615,경기도 화성시 만세구 향남읍 백토리 195-9,가정용 및 산업용 공기 조화장치 제조업
12445,(주)태성강건화성지점,031-495-7610,경기도 화성시 만세구 송산면 칠곡리 17-33,"금속 문, 창, 셔터 및 관련제품 제조업"
12446,더블유제이에스에스테크(WJSS테크),,경기도 화성시 만세구 우정읍 호곡리 228-356,운송장비 조립용 플라스틱제품 제조업
12447,주식회사 준성,031-8059-3405,경기도 화성시 효행구 정남면 망월리 343-1,"탭, 밸브 및 유사 장치 제조업"
12448,주식회사 씨에스 안전,031-335-0988,경기도 화성시 만세구 장안면 독정리 355-29,기타 건축용 플라스틱 조립제품 제조업
12449,주식회사 애맥스,031-434-7015,경기도 화성시 만세구 마도면 청원리 1287,그 외 기타 일반 목적용 기계 제조업
12450,안풍산업,031-351-2103,경기도 화성시 만세구 우정읍 이화리 1095-5,그 외 자동차용 신품 부품 제조업
12451,가온이엔지,,경기도 화성시 효행구 정남면 고지리 203-4,기타 반도체 소자 제조업
12452,대성P&B,031-353-2309,경기도 화성시 만세구 양감면 사창리 555-4,포장용 플라스틱 성형용기 제조업
12453,더블에이테크,031-247-4431,경기도 화성시 효행구 봉담읍 동화리 155,반도체 제조용 기계 제조업
12454,조은기획,,경기도 화성시 만세구 남양읍 신남리 1539-6,간판 및 광고물 제조업
12455,G Tech Korea (지텍코리아),031-831-3845,경기도 화성시 만세구 향남읍 구문천리 928-7,"알루미늄 압연, 압출 및 연신제품 제조업"
12456,(주)원텍,,경기도 화성시 만세구 마도면 청원리 1461,자동차용 신품 조향장치 및 현가장치 제조업
12457,(주)동원글라스,031-355-2133,경기도 화성시 효행구 비봉면 자안리 572-4,플라스틱 시트 및 판 제조업
12458,와이시스YSYS,,경기도 화성시 만세구 남양읍 남양리 2317-9,"전자코일, 변성기 및 기타 전자 유도자 제조업"
12459,탑씨엔씨,031-352-0157,경기도 화성시 만세구 팔탄면 서근리 205-9,주형 및 금형 제조업
12460,알탁,,경기도 화성시 효행구 정남면 오일리 382-10,기타 목재 가구 제조업
12461,(주)신세대,031-233-4493,,그 외 기타 분류 안된 섬유제품 제조업
12462,주식회사현대컨테이너하우징,031-222-8024,경기도 화성시 만세구 향남읍 구문천리 607-8,기타 구조용 금속제품 제조업
12463,COZY at home,031-372-8868,경기도 화성시 동탄구 영천동 803-4,커튼 및 유사 제품 제조업
12464,부성기계,,경기도 화성시 만세구 장안면 수촌리 425-51,컨베이어 장치 제조업
12465,아이피엠시스,,경기도 화성시 동탄구 영천동 832-3,기타 전기 변환장치 제조업
12466,(주)이성테크,031-377-0721,경기도 화성시 효행구 정남면 덕절리 231-6,반도체 제조용 기계 제조업
12467,대흥로기계,031-351-9503,경기도 화성시 만세구 장안면 수촌리 1413-1,금속 절삭기계 제조업
12468,엔젤씽크건축,,경기도 화성시 효행구 매송면 원평리 97-15,주방용 및 음식점용 목재 가구 제조업
12469,(주)엘에스티테크,031-8059-5388,경기도 화성시 효행구 정남면 덕절리 329-6,절삭 가공 및 유사 처리업
12470,팀라비드모터스(TEAMRABIDMOTORS),031-227-4065,경기도 화성시 효행구 봉담읍 분천리 145-6,자동차 구조 및 장치 변경업
12471,영테크,,경기도 화성시 효행구 정남면 귀래리 316-6,그 외 기타 특수 목적용 기계 제조업
12472,엘포톤,,경기도 화성시 만세구 향남읍 동오리 707-29,기타 반도체 소자 제조업
12473,(주)켐트리,,경기도 화성시 병점구 황계동 120-12,그 외 기타 분류 안된 화학제품 제조업
12474,주식회사 켐프린,031-359-9001,경기도 화성시 만세구 향남읍 동오리 670-17,기타 석유 정제물 재처리업
12475,신화정공,,경기도 화성시 만세구 향남읍 백토리 217-4,주형 및 금형 제조업
12476,듀크이엔지(ENG),,경기도 화성시 효행구 정남면 계향리 458-5,절삭 가공 및 유사 처리업
12477,SY전자,,경기도 화성시 동탄구 중동 42,포장용 플라스틱 성형용기 제조업
12478,케이디에스이앤지,,경기도 화성시 동탄구 방교동 849-4,기타 기계·장비 조립용 플라스틱제품 제조업
12479,원테크,,경기도 화성시 만세구 향남읍 백토리 320-7,육상 금속 골조 구조재 제조업
12480,신우계전,031-233-5469,경기도 화성시 병점구 반월동 270-3,배전반 및 전기 자동제어반 제조업
12481,삼성정공,031-353-9335,경기도 화성시 만세구 향남읍 동오리 475-1,절삭 가공 및 유사 처리업
12482,(주)에스제이케이,031-293-6432,경기도 화성시 효행구 봉담읍 분천리 96-34,기타 판유리 가공품 제조업
12483,주식회사 대한열처리,031-238-1161,경기도 화성시 병점구 진안동 692-580,금속 열처리업
12484,주식회사 하나빌텍공장,,경기도 화성시 효행구 봉담읍 덕우리 186-4,기타 건축용 플라스틱 조립제품 제조업
12485,오케이OK주문가구,031-354-3254,경기도 화성시 효행구 정남면 백리 344-2,기타 목재 가구 제조업
12486,시그마이엔지,,경기도 화성시 만세구 향남읍 동오리 220-17,절삭 가공 및 유사 처리업
12487,삼호금속 주식회사,031-278-5501,경기도 화성시 효행구 봉담읍 당하리 164-2,선철 주물 주조업
12488,국선생 동탄,070-8843-9455,경기도 화성시 동탄구 반송동 217-1,과실 및 그 외 채소 절임식품 제조업
12489,선인이엔지,,경기도 화성시 만세구 남양읍 신남리 901-60,반도체 제조용 기계 제조업
12490,현지테크,,경기도 화성시 효행구 정남면 문학리 206-33,절삭 가공 및 유사 처리업
12491,서영제어시스템,,경기도 화성시 효행구 봉담읍 동화리 139-1,배전반 및 전기 자동제어반 제조업
12492,아성정공,031-353-6845,경기도 화성시 효행구 정남면 신리 149-23,절삭 가공 및 유사 처리업
12493,행복설비,,경기도 화성시 병점구 기산동 361-9,그 외 기타 금속 가공업
12494,제이에스테크 / 정진태양광발전소,031-351-0797,경기도 화성시 만세구 팔탄면 서근리 83-13,기타 인쇄업
12495,(주)진성쎄미텍,031-352-5638,경기도 화성시 만세구 팔탄면 노하리 197-7,설치용 및 위생용 플라스틱제품 제조업
12496,주식회사원에어,,경기도 화성시 병점구 반월동 274,기체 여과기 제조업
12497,일원전기,,경기도 화성시 만세구 팔탄면 구장리 74-22,산업용 로봇 제조업
12498,주식회사 제이티솔루션,,경기도 화성시 효행구 정남면 귀래리 438,주형 및 금형 제조업
12499,에스제이 company,,경기도 화성시 효행구 봉담읍 당하리 62-16,간판 및 광고물 제조업
12500,한강테크,,경기도 화성시 효행구 비봉면 자안리 831,고무 패킹류 제조업
12501,은영솔루션,031-353-9804,경기도 화성시 효행구 정남면 신리 182,주형 및 금형 제조업
12502,신영기계,,경기도 화성시 만세구 팔탄면 덕우리 114-71,기타 일반 기계 및 장비 수리업
12503,주식회사 이지건설,031-257-5875,경기도 화성시 효행구 기안동 198-1,육상 금속 골조 구조재 제조업
12504,대양수족관 냉동,031-239-8302,경기도 화성시 병점구 병점동 499-1,가정용 유리제품 제조업
12505,(주)에스와이티,031-8001-8484,경기도 화성시 만세구 우정읍 주곡리 40-52,기타 표시장치 제조업
12506,(주) 선진인쇄,031-366-8960,경기도 화성시 만세구 마도면 청원리 681-1,기타 인쇄업
12507,(주)이지아이에스,031-224-1154,경기도 화성시 병점구 안녕동 1-11,기체 여과기 제조업
12508,GT 레이저,031-8059-6236,경기도 화성시 만세구 양감면 송산리 506-1,기타 반도체 소자 제조업
12509,새롬MP,,경기도 화성시 만세구 남양읍 무송리 123-5,주형 및 금형 제조업
12510,썬테크,,경기도 화성시 병점구 반월동 511-3,절삭 가공 및 유사 처리업
12511,CS푸드,031-246-2300,경기도 화성시 효행구 배양동 45-7,가금류 가공 및 저장 처리업
12512,태산엔지니어링,031-292-5717,경기도 화성시 효행구 정남면 신리 58-3,절삭 가공 및 유사 처리업
12513,대남TECHNOLOGIES,031-225-0178,경기도 화성시 병점구 안녕동 183-15,금속 단조제품 제조업
12514,재영다이케스팅,031-353-4819,경기도 화성시 만세구 향남읍 동오리 78,알루미늄 주물 주조업
12515,연오테크,,경기도 화성시 만세구 마도면 쌍송리 5-17,주형 및 금형 제조업
12516,중고호이스트,031-8059-5996,경기도 화성시 만세구 향남읍 요리 184-2,기타 물품 취급장비 제조업
12517,동아종합상사,031-366-8995,경기도 화성시 만세구 마도면 두곡리 261,"플라스틱 포대, 봉투 및 유사제품 제조업"
12518,（주）진보아이앤디,031-446-0031,경기도 화성시 만세구 장안면 석포리 674-4,일반 철물 제조업
12519,주식회사창신티에스,,경기도 화성시 동탄구 영천동 823-6,콘크리트 관 및 기타 구조용 콘크리트제품 제조업
12520,나찬푸드,,경기도 화성시 만세구 남양읍 무송리 131-41,기타 식사용 가공처리 조리식품 제조업
12521,"주식회사 쓰리에스텍(3S Tech Co.,Ltd.)",,경기도 화성시 병점구 반월동 335-1,절삭 가공 및 유사 처리업
12522,(주) 재건,,경기도 화성시 병점구 진안동 46-9,절삭 가공 및 유사 처리업
12523,(주)제일하우징*,031-298-6133,경기도 화성시 만세구 남양읍 북양리 505,플라스틱 창호 제조업
12524,주식회사 고려지관,031-227-5473,경기도 화성시 효행구 봉담읍 왕림리 171,기타 종이 상자 및 용기 제조업
12525,시그마주식회사*,031-8052-8470,경기도 화성시 동탄구 영천동 823-2,운송장비용 조명장치 제조업
12526,STF솔루션,,경기도 화성시 동탄구 영천동 831-1,전기·전자 및 정밀 기기 수리업
12527,대현산업,031-354-3280,경기도 화성시 만세구 향남읍 구문천리 936-6,자동차 차체용 신품 부품 제조업
12528,아우름이엔지,,경기도 화성시 만세구 남양읍 무송리 142,그 외 기타 전자 부품 제조업
12529,엠투테크,,경기도 화성시 동탄구 여울동 998,인쇄 잉크 및 회화용 물감 제조업
12530,주식회사 밀어크리어,,경기도 화성시 만세구 장안면 수촌리 1129-17,액체 여과기 제조업
12531,태광정공,,경기도 화성시 만세구 팔탄면 창곡리 262,주형 및 금형 제조업
12532,훼로스마그네트,,경기도 화성시 만세구 팔탄면 고주리 122-32,산업용 냉장 및 냉동장비 제조업
12533,주식회사 현진피앤알,,경기도 화성시 병점구 안녕동 180-221,기타 편조 의복 액세서리 제조업
12534,신성C.N.C,031-353-6442,경기도 화성시 효행구 정남면 음양리 901,절삭 가공 및 유사 처리업
12535,지제이테크,031-207-8833,경기도 화성시 만세구 남양읍 북양리 77-5,볼트 및 너트류 제조업
12536,윈-테크,,경기도 화성시 효행구 비봉면 청요리 406-3,주형 및 금형 제조업
12537,로사네트웍스,031-8015-5554,경기도 화성시 동탄구 영천동 853-3,유선 통신장비 제조업
12538,현대팩,,경기도 화성시 만세구 마도면 두곡리 90-17,골판지 상자 및 가공제품 제조업
12539,호리바코리아(주),,경기도 평택시 고덕동 1730,전기·전자 및 정밀 기기 수리업
12540,주식회사 하이맥스,031-8059-6480,경기도 화성시 효행구 정남면 귀래리 502-11,절삭 가공 및 유사 처리업
12541,(주)에버켐텍,031-221-0023,경기도 화성시 만세구 마도면 청원리 1463,그 외 기타 분류 안된 화학제품 제조업
12542,디케이침대산업,,경기도 화성시 효행구 기안동 178,기타 목재 가구 제조업
12543,(주)새빌,,경기도 화성시 동탄구 영천동 652-5,기타 전기 변환장치 제조업
12544,주식회사 광명일렉트릭,031-492-4175,경기도 화성시 만세구 남양읍 북양리 613-15,변압기 제조업
12545,주식회사 바론에프에이,031-355-1360,경기도 화성시 만세구 남양읍 신남리 451-1,배전반 및 전기 자동제어반 제조업
