순번,단지명,회사명,공장대표주소(지번 및 도로명주소),업종번호,업종명,전화번호
908,화성전곡해양일반산업단지,(주)서영산업,경기도 화성시 만세구 서신면 전곡산단1길 32,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-492-5199
909,화성전곡해양일반산업단지,(주)성원단조,경기도 화성시 만세구 서신면 전곡산단로 185,25912,금속 단조제품 제조업,031-312-1098
910,화성전곡해양일반산업단지,(주)세건엔지니어링 ,경기도 화성시 만세구 서신면 전곡산단8길 83,25113,육상 금속 골조 구조재 제조업,031-366-8372
911,화성전곡해양일반산업단지,(주)세양물류 ,경기도 화성시 만세구 서신면 전곡리 1105-1번지 (32번 필지),20499,그 외 기타 분류 안된 화학제품 제조업,070-5077-3608
912,화성전곡해양일반산업단지,(주)세영테크,경기도 화성시 만세구 서신면 전곡산단로 183,29221,전자 응용 절삭기계 제조업,031-433-3901
913,화성전곡해양일반산업단지,(주)세일인터내쇼날 전곡지점,경기도 화성시 만세구 서신면 전곡산단14길 15,20499,그 외 기타 분류 안된 화학제품 제조업,02-581-0141
914,화성전곡해양일반산업단지,(주)세희케미칼,경기도 화성시 만세구 서신면 전곡산단8길 83,25113,육상 금속 골조 구조재 제조업,070-5010-5719
915,화성전곡해양일반산업단지,(주)쉘피아,"경기도 화성시 만세구 서신면 전곡산단13길 23, 3동 일부",20499,그 외 기타 분류 안된 화학제품 제조업,
916,화성전곡해양일반산업단지,(주)스틸코리아케이에이 ,경기도 화성시 만세구 서신면 전곡산단11길 31-13,25931,날붙이 제조업,032-822-5545
917,화성전곡해양일반산업단지,(주)스페이스웨이비,경기도 화성시 만세구 서신면 전곡산단1길 33,25119,기타 구조용 금속제품 제조업,02-6085-1896
918,화성전곡해양일반산업단지,(주)스페이스웨이비,경기도 화성시 만세구 서신면 전곡산단1길 35,25119,기타 구조용 금속제품 제조업,02-6085-1896
919,화성전곡해양일반산업단지,(주)슬립링코리아,"경기도 화성시 만세구 서신면 전곡산단14길 21, (55-3 블록)",26299,그 외 기타 전자부품 제조업,031-435-2587
920,화성전곡해양일반산업단지,(주)신도씨앤에스,경기도 화성시 만세구 서신면 전곡산단로 154-83,20499,그 외 기타 분류 안된 화학제품 제조업,032-441-4002
921,화성전곡해양일반산업단지,(주)신동아켐텍 ,경기도 화성시 만세구 서신면 전곡산단5길 13,20422,"치약, 비누 및 기타 세제 제조업",031-434-7227
922,화성전곡해양일반산업단지,(주)신성하인스,경기도 화성시 만세구 서신면 전곡산단10길 81,"25992, 25993, 28511, 28519, 29175, 29229, 29261, 29299, 32091",수동식 식품 가공기기 및 금속 주방용기 제조업 외 8 종,031-997-8770
923,화성전곡해양일반산업단지,(주)신화마이스터,경기도 화성시 만세구 서신면 1115-5번지 (119번 필지),25113,육상 금속 골조 구조재 제조업,031-356-0472
924,화성전곡해양일반산업단지,(주)씨에이테크,"경기도 화성시 만세구 서신면 전곡산단11길 77, (전곡해양일반산업단지 117블록)",29294,주형 및 금형 제조업,031-355-0369
925,화성전곡해양일반산업단지,(주)씨엔에스켐,경기도 화성시 만세구 서신면 전곡산단4길 26,"20493, 20499",그 외 기타 분류 안된 화학제품 제조업 외 1 종,031-337-5750
926,화성전곡해양일반산업단지,(주)씨엔이 ,경기도 화성시 만세구 서신면 전곡산단15길 8,"20321, 20422, 20423","치약, 비누 및 기타 세제 제조업 외 2 종",031-499-7536
927,화성전곡해양일반산업단지,(주)아리셀,"경기도 화성시 만세구 서신면 전곡산단12길 33, (전곡해양일반산업단지 46블록)","28201, 28202",일차전지 제조업 외 1 종,031-5182-9808
928,화성전곡해양일반산업단지,(주)아이앤제이 ,경기도 화성시 만세구 서신면 전곡산단10길 41,22292,"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",031-493-3009
929,화성전곡해양일반산업단지,(주)에스오에프티,경기도 화성시 만세구 서신면 전곡산단11길 31-6,24119,기타 제철 및 제강업,031-358-5546
930,화성전곡해양일반산업단지,(주)에스제이파우더,"경기도 화성시 만세구 서신면 전곡산단6길 28, (전곡해양일반산업단지 102블록)",20411,일반용 도료 및 관련제품 제조업,031-492-3477
931,화성전곡해양일반산업단지,(주)에스제이파우더,경기도 화성시 만세구 서신면 장외리 652-1,20411,일반용 도료 및 관련제품 제조업,031-492-3477
932,화성전곡해양일반산업단지,(주)에스제이파우더,경기도 화성시 만세구 서신면 전곡산단1길 26,20411,일반용 도료 및 관련제품 제조업,031-492-3477
933,화성전곡해양일반산업단지,(주)에스제이파우더 ,경기도 화성시 만세구 서신면 전곡산단13길 23,"20411, 35114",일반용 도료 및 관련제품 제조업 외 1 종,031-492-3477
934,화성전곡해양일반산업단지,(주)에이치에스씨 ,경기도 화성시 만세구 서신면 전곡산단7길 28,20499,그 외 기타 분류 안된 화학제품 제조업,031-355-1262
935,화성전곡해양일반산업단지,(주)에이치에스티 ,경기도 화성시 만세구 서신면 전곡리 1116-6번지 (107번 필지),20499,그 외 기타 분류 안된 화학제품 제조업,031-355-3200
936,화성전곡해양일반산업단지,(주)에이치엘옵틱스,경기도 화성시 만세구 서신면 전곡산단5길 57 (주)에이치엘옵틱스,26299,그 외 기타 전자부품 제조업,031-831-9723
937,화성전곡해양일반산업단지,(주)에이치케이한국트레이드,경기도 화성시 만세구 서신면 전곡산단11길 31-29,20421,계면활성제 제조업,031-413-0032
938,화성전곡해양일반산업단지,(주)엘몰드텍 ,경기도 화성시 만세구 서신면 전곡산단5길 57,26299,그 외 기타 전자부품 제조업,070-4337-3092
939,화성전곡해양일반산업단지,(주)엘테크,경기도 화성시 만세구 서신면 전곡산단5길 34,29163,컨베이어장치 제조업,031-355-0667
940,화성전곡해양일반산업단지,(주)옵시디앙,경기도 화성시 만세구 서신면 전곡산단로 154-32,20423,화장품 제조업,02-6278-8008
941,화성전곡해양일반산업단지,(주)용진섬유,경기도 화성시 만세구 서신면 전곡산단6길 16,20501,합성섬유 제조업,031-355-6552
942,화성전곡해양일반산업단지,(주)우리프라스틱 ,"경기도 화성시 만세구 서신면 전곡산단8길 23, 전곡해양일반산업단지 115-2번 필지",22249,기타 기계.장비 조립용 플라스틱 제품 제조업,031-357-2606
943,화성전곡해양일반산업단지,(주)우암건설,경기도 화성시 만세구 서신면 전곡산단로 154-28,20202,합성수지 및 기타 플라스틱 물질 제조업,032-832-7400
944,화성전곡해양일반산업단지,(주)우암시스템,"경기도 화성시 만세구 서신면 전곡산단로 154-28, (전곡해양일반산업단지 57 블록)","13994, 22192, 25113",산업용 그 외 비경화 고무제품 제조업 외 2 종,031-8077-9624
945,화성전곡해양일반산업단지,(주)우창,경기도 화성시 만세구 서신면 전곡산단11길 84,25111,"금속 문, 창, 셔터 및 관련제품 제조업",031-357-3704
946,화성전곡해양일반산업단지,(주)워솔,"경기도 화성시 만세구 서신면 전곡산단4길 43, (전곡해양일반산업단지 26-1-A블록)",20493,접착제 및 젤라틴 제조업,031-498-1405
947,화성전곡해양일반산업단지,(주)원켐,경기도 화성시 만세구 서신면 전곡리 1089-3,20491,감광재료 및 관련 화학제품 제조업,031-366-8908
948,화성전곡해양일반산업단지,(주)월드일렉트릭,경기도 화성시 만세구 서신면 전곡산단11길 69 외 1필지,"25924, 25999, 28121",그 외 기타 분류 안된 금속 가공 제품 제조업 외 2 종,031-435-5154
949,화성전곡해양일반산업단지,(주)위너스켐,"경기도 화성시 만세구 서신면 전곡산단11길 31-8, (전곡해양일반산업단지 97블록)",20499,그 외 기타 분류 안된 화학제품 제조업,070-4800-4604
950,화성전곡해양일반산업단지,(주)유니캠,경기도 화성시 만세구 서신면 전곡산단로 154-45 C동,20499,그 외 기타 분류 안된 화학제품 제조업,031-357-5715
951,화성전곡해양일반산업단지,(주)유앤스틸,"경기도 화성시 만세구 서신면 전곡산단11길 79, (118블록)",29294,주형 및 금형 제조업,051-912-2920
952,화성전곡해양일반산업단지,(주)유앤아이멕스,경기도 화성시 만세구 서신면 전곡산단로 177,"25119, 25999",그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,031-355-6582
953,화성전곡해양일반산업단지,(주)유엔테크 ,경기도 화성시 만세구 서신면 전곡산단5길 29,25924,절삭가공 및 유사처리업,031-365-4003
954,화성전곡해양일반산업단지,(주)은성전기,경기도 화성시 만세구 서신면 전곡산단로 277 외 1필지,"28112, 28121, 28122","전기회로 개폐, 보호장치 제조업 외 2 종",032-862-8295
955,화성전곡해양일반산업단지,(주)이루켐,"경기도 화성시 만세구 서신면 전곡산단4길 57, (전곡해양일반산업단지 27블록)","20202, 20499",그 외 기타 분류 안된 화학제품 제조업 외 1 종,02-2296-7944
956,화성전곡해양일반산업단지,(주)이씨알엔씨 ,경기도 화성시 만세구 서신면 전곡산단10길 42,20423,화장품 제조업,032-837-5561
957,화성전곡해양일반산업단지,(주)이영플랜트 ,경기도 화성시 만세구 서신면 전곡리 1115-13번지,25119,기타 구조용 금속제품 제조업,031-715-2026
958,화성전곡해양일반산업단지,(주)자스텍,경기도 화성시 만세구 서신면 전곡산단1길 33,29199,그 외 기타 일반목적용 기계 제조업,031-355-6410
959,화성전곡해양일반산업단지,(주)자스텍 ,경기도 화성시 만세구 서신면 전곡산단1길 35,29199,그 외 기타 일반목적용 기계 제조업,031-355-6410
960,화성전곡해양일반산업단지,(주)제노스,경기도 화성시 만세구 서신면 전곡산단로 106,25911,분말 야금제품 제조업,070-7098-8987
961,화성전곡해양일반산업단지,(주)제이에이엠씨 ,경기도 화성시 만세구 서신면 전곡산단9길 11,"20499, 29174, 29175",그 외 기타 분류 안된 화학제품 제조업 외 2 종,031-491-2366
962,화성전곡해양일반산업단지,(주)제현산업,경기도 화성시 만세구 서신면 전곡산단5길 33,"25111, 25112, 25113, 25114, 25119, 25929, 25999",육상 금속 골조 구조재 제조업 외 6 종,031-411-5173
963,화성전곡해양일반산업단지,(주)조은산업 ,경기도 화성시 만세구 서신면 전곡산단11길 92,25924,절삭가공 및 유사처리업,031-497-2323
964,화성전곡해양일반산업단지,(주)지디티,"경기도 화성시 만세구 서신면 전곡산단5길 57, (전곡해양일반산업단지 48,49블록) (만세구 서신면)","26299, 29175",그 외 기타 전자부품 제조업 외 1 종,070-4337-0107
965,화성전곡해양일반산업단지,(주)지에스옵티텍,"경기도 화성시 만세구 서신면 전곡산단로 54, C동",25999,그 외 기타 분류 안된 금속 가공 제품 제조업,031-831-9726
966,화성전곡해양일반산업단지,(주)지엘코팅스,경기도 화성시 만세구 서신면 전곡산단5길 17,20411,일반용 도료 및 관련제품 제조업,031-426-8883
967,화성전곡해양일반산업단지,(주)커넥트웨이브,경기도 화성시 만세구 서신면 전곡산단1길 5,68112,비주거용 건물 임대업,02-2026-2300
968,화성전곡해양일반산업단지,(주)케어젠,경기도 화성시 만세구 서신면 전곡산단4길 37,"10619, 20495, 20499",그 외 기타 분류 안된 화학제품 제조업 외 2 종,031-420-9200
969,화성전곡해양일반산업단지,(주)켐피아,경기도 화성시 만세구 서신면 전곡산단5길 76,20202,합성수지 및 기타 플라스틱 물질 제조업,031-8064-1820
970,화성전곡해양일반산업단지,(주)코리아인더스,경기도 화성시 만세구 서신면 전곡산단5길 10,"29163, 29299",그 외 기타 특수목적용 기계 제조업 외 1 종,031-431-7370
971,화성전곡해양일반산업단지,(주)코스믹테크,"경기도 화성시 만세구 서신면 전곡산단12길 14, (88-1 필지)","22241, 22249",운송장비 조립용 플라스틱제품 제조업 외 1 종,032-446-6191
972,화성전곡해양일반산업단지,(주)태영켐 ,경기도 화성시 만세구 서신면 전곡산단7길 43,20413,인쇄잉크 및 회화용 물감 제조업,031-458-5111
973,화성전곡해양일반산업단지,(주)태원폴리텍 ,경기도 화성시 만세구 서신면 전곡리 1105-10번지 (35-3 필지),22299,그 외 기타 플라스틱 제품 제조업,031-357-6333
974,화성전곡해양일반산업단지,(주)토탈엘앤씨,"경기도 화성시 만세구 서신면 전곡산단11길 31-25, (전곡해양일반산업단지 90-9블록)","20495, 20499",그 외 기타 분류 안된 화학제품 제조업 외 1 종,031-483-7885
